APV        ,RR Number,PO Number,PO Date   ,Receipt Dt,Reference Document            ,BP Code / Received From         ,Item Code / Description      ,Quantity      ,Price       ,Receipt Amount,Cur,RR Rate ,Amount in PHP ,Reference Num  ,User     ,Item Type,Due Days,Due Date
0,4G0241884,P11004979,3/18/2026,3/18/2026,26-018/TPJ-GTC-019-26(GSC)*GTC,280000102 TRANS PACIFIC JOURNEY ,4101690025 FISH-YFFrozn-10.00,"46,087.00",1.9,"87,565.30",USD,59.742,"5,231,326.15",               ,asano    ,Product,30,4/17/2026
0,4G0241884,P11004979,3/18/2026,3/18/2026,26-018/TPJ-GTC-019-26(GSC)*GTC,280000102 TRANS PACIFIC JOURNEY ,4101690026 FISH-YFFrozn-20.00,"1,585.00",1.9,"3,011.50",USD,59.742,"179,913.03",               ,asano    ,Product,30,4/17/2026
0,4G0241884,P11004979,3/18/2026,3/18/2026,26-018/TPJ-GTC-019-26(GSC)*GTC,280000102 TRANS PACIFIC JOURNEY ,4101040020 FISH-Big EyeFrozn-,58,1.6,92.8,USD,59.742,"5,544.06",               ,asano    ,Product,30,4/17/2026
0,4G0241884,P11004979,3/18/2026,3/18/2026,26-018/TPJ-GTC-019-26(GSC)*GTC,280000102 TRANS PACIFIC JOURNEY ,4101040025 FISH-BigEyeFrozn-1,30,1.65,49.5,USD,59.742,"2,957.23",               ,asano    ,Product,30,4/17/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101550017 FISH-SJFrozn-0.500,577,1.3,750.1,USD,59.562,"44,677.46",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101550018 FISH-SJFrozn-1.000,"3,587.00",1.3,"4,663.10",USD,59.562,"277,743.56",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101550019 FISH-SJFrozn-1.400,"7,739.00",1.3,"10,060.70",USD,59.562,"599,235.41",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101550020 FISH-SJFrozn-1.800,"60,722.00",1.65,"100,191.30",USD,59.562,"5,967,594.21",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101550023 FISH-SJFrozn-3.500,"4,727.00",1.7,"8,035.90",USD,59.562,"478,634.28",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101690016 FISH-YFFrozn-0.500,14,1.3,18.2,USD,59.562,"1,084.03",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101690016 FISH-YFFrozn-0.500,17,1.3,22.1,USD,59.562,"1,316.32",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101690019 FISH-YFFrozn-1.500,20,1.5,30,USD,59.562,"1,786.86",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101690021 FISH-YFFrozn-2.500,38,1.65,62.7,USD,59.562,"3,734.54",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101690023 FISH-YFFrozn-3.500,"1,968.00",1.7,"3,345.60",USD,59.562,"199,270.63",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101690026 FISH-YFFrozn-20.00,"3,303.00",1.7,"5,615.10",USD,59.562,"334,446.59",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101040020 FISH-Big EyeFrozn-,13,1.65,21.45,USD,59.562,"1,277.60",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101060008 FISH-BONFrozn-ALL ,41,0.5,20.5,USD,59.562,"1,221.02",               ,asano    ,Product,30,4/18/2026
0,4G0242068,P11004981,3/19/2026,3/19/2026,26-021/KS26033*W26004-6/951000,300002131 KIBU PTE. LTD.        ,4101690025 FISH-YFFrozn-10.00,"3,026.00",1.7,"5,144.20",USD,59.562,"306,398.84",               ,asano    ,Product,30,4/18/2026
0,4G0242867,P11004983,3/23/2026,3/23/2026,SOA NO.26.0.005G              ,264000074 PHILBEST CANNING CORPO,9422000004 FISH SCRAP OUTSIDE,"63,851.00",20,"1,277,020.00",PHP,60.129,"1,277,020.00",               ,cws      ,Cost,30,4/22/2026
0,4G0242869,P11004984,3/23/2026,3/23/2026,INV NO.1316                   ,210000056 CELEBES CANNING CORPOR,9422000004 FISH SCRAP OUTSIDE,"89,185.00",20,"1,783,700.00",PHP,60.129,"1,783,700.00",               ,cws      ,Cost,30,4/22/2026
0,4G0242870,P11004985,3/23/2026,3/23/2026,INV NO.1235                   ,"910000150 PUREMARINE, INC.      ",9422000004 FISH SCRAP OUTSIDE,"384,763.00",20,"7,695,260.00",PHP,60.129,"7,695,260.00",               ,cws      ,Cost,30,4/22/2026
0,4G0242923,P11004986,3/23/2026,3/23/2026,142GTC26-AH/003GTC25          ,300003121 AN HAI FISHERY LIMITED,4101710013 BLACK MEAT WIP    ,"24,540.00",0.6,"14,724.00",USD,60.129,"885,339.40",               ,jcarbon  ,Product,30,4/22/2026
0,4G0242904,P11004987,3/23/2026,3/23/2026,DR#0648                       ,"300002788 DONGOSA, JOSE ELESIO M","9375200172 NIPPLE,SS 1""X6""   ",12,228,"2,736.00",PHP,60.129,"2,736.00",               ,jbuagas  ,Product,30,4/22/2026
0,4G0242948,P11004994,3/23/2026,3/23/2026,SOA#59/CI#0005                ,300002457 JND WORKFORCE SOLUTION,9507000001 SERVICE FEE       ,1,"490,101.00","490,101.00",PHP,60.129,"490,101.00",               ,cws      ,Cost,30,4/22/2026
0,4G0242949,P11004995,3/23/2026,3/23/2026,SOA#58/CI#0004                ,300002457 JND WORKFORCE SOLUTION,9507000001 SERVICE FEE       ,1,"229,074.00","229,074.00",PHP,60.129,"229,074.00",               ,cws      ,Cost,30,4/22/2026
0,4G0243204,P11005002,3/23/2026,3/24/2026,DR#AMEC-0926                  ,"272000529 RUFILA, ALAN ELTAGON  ","9347000192 SEAL,MECHANICAL   ",10,"4,350.00","43,500.00",PHP,60.261,"43,500.00",               ,jbuagas  ,Product,30,4/23/2026
0,4G0243204,P11005002,3/23/2026,3/24/2026,DR#AMEC-0926                  ,"272000529 RUFILA, ALAN ELTAGON  ","9040400467 BEARING,BALL 5309 ",10,"4,455.00","44,550.00",PHP,60.261,"44,550.00",               ,jbuagas  ,Product,30,4/23/2026
0,4G0243171,P11005015,3/23/2026,3/24/2026,SI#1014637086/DN#8012974494   ,264000054 PETRON CORPORATION    ,9231200015 DIESEL            ,"6,000.00",82.5,"495,045.60",PHP,60.261,"495,045.60",               ,jbuagas  ,Product,30,4/23/2026
0,4G0243152,P11005036,3/23/2026,3/24/2026,DR#0657                       ,"300002788 DONGOSA, JOSE ELESIO M","9140800607 CORD,ROYAL 3MM/3C ",150,476,"71,400.00",PHP,60.261,"71,400.00",               ,jbuagas  ,Product,30,4/23/2026
0,4G0243156,P11005040,3/23/2026,3/24/2026,DR#0634                       ,"300002788 DONGOSA, JOSE ELESIO M","9216000108 PLYWOOD,1/2""X4'X8'",7,"1,983.00","13,881.00",PHP,60.261,"13,881.00",               ,jbuagas  ,Product,30,4/23/2026
0,4G0243156,P11005040,3/23/2026,3/24/2026,DR#0634                       ,"300002788 DONGOSA, JOSE ELESIO M","9216000112 PLYWOOD,3/4""X4'X8'",2,"3,077.00","6,154.00",PHP,60.261,"6,154.00",               ,jbuagas  ,Product,30,4/23/2026
0,4G0243222,P11005047,3/23/2026,3/24/2026,DR#252578                     ,292000165 WELL-PACK CONTAINER CO,6108740038 CRTN EXPORT - 307 ,700,14.5,"10,150.00",PHP,60.261,"10,150.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0243222,P11005047,3/23/2026,3/24/2026,DR#252578                     ,292000165 WELL-PACK CONTAINER CO,6108740038 CRTN EXPORT - 307 ,"38,600.00",14.5,"559,700.00",PHP,60.261,"559,700.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0243228,P11005047,3/23/2026,3/24/2026,DR#252757                     ,292000165 WELL-PACK CONTAINER CO,6108740038 CRTN EXPORT - 307 ,460,14.5,"6,670.00",PHP,60.261,"6,670.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0243229,P11005047,3/23/2026,3/24/2026,DR#252579                     ,292000165 WELL-PACK CONTAINER CO,6108740038 CRTN EXPORT - 307 ,"40,850.00",14.5,"592,325.00",PHP,60.261,"592,325.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0242914,P11005059,3/23/2026,3/23/2026,DR#27797                      ,275000211 STENIEL MINDANAO PACKA,6108030018 CRTN PRNTD.(603x40,"1,552.00",32.4,"50,284.80",PHP,60.129,"50,284.80",               ,bpanagui ,Product,30,4/22/2026
0,4G0243199,P11005061,3/23/2026,3/24/2026,DR#27784                      ,275000211 STENIEL MINDANAO PACKA,6108770034 CRTN PRNTD (300x20,"5,300.00",13.6,"72,080.00",PHP,60.261,"72,080.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0243202,P11005061,3/23/2026,3/24/2026,DR#27657                      ,275000211 STENIEL MINDANAO PACKA,6108770034 CRTN PRNTD (300x20,"4,560.00",13.6,"62,016.00",PHP,60.261,"62,016.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0243206,P11005061,3/23/2026,3/24/2026,DR#27785                      ,275000211 STENIEL MINDANAO PACKA,6108770034 CRTN PRNTD (300x20,790,13.6,"10,744.00",PHP,60.261,"10,744.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0242918,P11005071,3/23/2026,3/23/2026,DR#008483                     ,210000197 CORTESS PRINTING CORP ,6209740008 LBL 300 EXPORT GEN,"125,430.00",0.53,"67,105.05",PHP,60.129,"67,105.05",               ,bpanagui ,Product,30,4/22/2026
0,4G0242919,P11005071,3/23/2026,3/23/2026,DR#008482                     ,210000197 CORTESS PRINTING CORP ,6209740008 LBL 300 EXPORT GEN,"125,430.00",0.53,"67,105.05",PHP,60.129,"67,105.05",               ,bpanagui ,Product,30,4/22/2026
0,4G0243409,P11005072,3/23/2026,3/25/2026,DR#1647                       ,"201000744 YAP, ALEXANDER SUBALDO","6116440097 SWITCHPORT, ETHERN",5,"3,989.00","19,945.00",PHP,0,"19,945.00",               ,jbuagas  ,Product,30,4/24/2026
0,4G0243226,P11005094,3/23/2026,3/24/2026,DR#28020                      ,275000211 STENIEL MINDANAO PACKA,6108030014 CRTN PRNTD. (500g ,"2,290.00",35.25,"80,722.50",PHP,60.261,"80,722.50",               ,bpanagui ,Product,30,4/23/2026
0,4G0243168,P11005103,3/23/2026,3/24/2026,SI#1014647682/DN#8012985718   ,264000054 PETRON CORPORATION    ,9231200015 DIESEL            ,"6,000.00",89.64,"537,858.00",PHP,60.261,"537,858.00",               ,jbuagas  ,Product,30,4/23/2026
0,4G0243394,P11005126,3/23/2026,3/25/2026,DR#008710                     ,210000197 CORTESS PRINTING CORP ,6209740006 LBL 307 EXPORT GEN,"263,450.00",0.24,"63,491.45",PHP,0,"63,491.45",               ,bpanagui ,Product,30,4/24/2026
0,4G0243197,P11005165,3/23/2026,3/24/2026,DR#1678                       ,300000935 SUN CRAFT PRINTING & P,6108020049 CARTON HOOD GENERI,"8,000.00",40,"320,000.00",PHP,60.261,"320,000.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0243197,P11005165,3/23/2026,3/24/2026,DR#1678                       ,300000935 SUN CRAFT PRINTING & P,6108020048 CARTON TRAY       ,"8,000.00",85,"680,000.00",PHP,60.261,"680,000.00",               ,bpanagui ,Product,30,4/23/2026
0,4G0243357,P11005165,3/23/2026,3/25/2026,DR#1684                       ,300000935 SUN CRAFT PRINTING & P,6108020049 CARTON HOOD GENERI,"9,000.00",40,"360,000.00",PHP,0,"360,000.00",               ,bpanagui ,Product,30,4/24/2026
0,4G0243357,P11005165,3/23/2026,3/25/2026,DR#1684                       ,300000935 SUN CRAFT PRINTING & P,6108020048 CARTON TRAY       ,"9,000.00",85,"765,000.00",PHP,0,"765,000.00",               ,bpanagui ,Product,30,4/24/2026
0,4G0243368,P11005173,3/23/2026,3/25/2026,DR#254091                     ,292000165 WELL-PACK CONTAINER CO,6108740038 CRTN EXPORT - 307 ,"1,940.00",42,"81,480.00",PHP,0,"81,480.00",               ,bpanagui ,Product,30,4/24/2026
0,4G0243368,P11005173,3/23/2026,3/25/2026,DR#254091                     ,292000165 WELL-PACK CONTAINER CO,6108740038 CRTN EXPORT - 307 ,"1,940.00",42,"81,480.00",PHP,0,"81,480.00",               ,bpanagui ,Product,30,4/24/2026
0,4G0181891,P4G016259,2/17/2024,4/11/2025,PI#24261-01                   ,260000141 OMNICO ENGINEERING PTE,9502000002 FREIGHT AND HANDLI,0.64,"2,750.00","1,776.50",USD,57.223,"101,656.66",               ,mcabatua ,Cost,30,5/11/2025
0,4G0180313,P4G019183,7/12/2024,4/2/2025,#INV12681                     ,300002747 ATLANTIC NATURAL FOODS,6102010012 ANTIFOAM          ,2,10.2,20.42,USD,57.28,"1,169.66",               ,bpanagui ,Product,30,5/2/2025
0,4G0180313,P4G019183,7/12/2024,4/2/2025,#INV12681                     ,300002747 ATLANTIC NATURAL FOODS,6102430062 OIK139 VITAL WHEAT,200,0.84,169.96,USD,57.28,"9,735.31",               ,bpanagui ,Product,30,5/2/2025
0,4G0180313,P4G019183,7/12/2024,4/2/2025,#INV12681                     ,300002747 ATLANTIC NATURAL FOODS,6102430063 OIK135 (TVP) STAND,45,1.39,62.57,USD,57.28,"3,584.01",               ,bpanagui ,Product,30,5/2/2025
0,4G0180313,P4G019183,7/12/2024,4/2/2025,#INV12681                     ,300002747 ATLANTIC NATURAL FOODS,9326000018 PLASTIC PALLET    ,1,60.06,60.06,USD,57.28,"3,440.24",               ,bpanagui ,Product,30,5/2/2025
0,4G0217042,P4G019183,7/12/2024,11/9/2025,#INV12681                     ,300002747 ATLANTIC NATURAL FOODS,9502000002 FREIGHT AND HANDLI,1,625,625,USD,58.888,"36,805.00",               ,rdalugdo ,Cost,30,12/9/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102430062 OIK139 VITAL WHEAT,800,0.84,679.84,USD,57.28,"38,941.24",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102430063 OIK135 (TVP) STAND,45,1.39,62.57,USD,57.28,"3,584.01",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102010012 ANTIFOAM          ,5,10.2,51.04,USD,57.28,"2,923.57",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102430064 OIK9075 CARAGEENAN,5,11.02,55.11,USD,57.28,"3,156.70",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102430066 OIK9081 VIT MIN PR,50,36.5,"1,825.16",USD,57.28,"104,545.16",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102430065 OIK9040 HVP CVPWG ,50,6.55,327.54,USD,57.28,"18,761.49",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102430067 OIK026 HVP (43L SA,100,0.91,91.67,USD,57.28,"5,250.86",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102430068 OIK8611 CHICKEN TY,40,6.84,273.98,USD,57.28,"15,693.57",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,6102550109 SUPROMAX 5050 IP  ,176,5.57,981.73,USD,57.28,"56,233.49",               ,bpanagui ,Product,30,5/2/2025
0,4G0180302,P4G019187,7/12/2024,4/2/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,9326000018 PLASTIC PALLET    ,2,60.06,120.12,USD,57.28,"6,880.47",               ,bpanagui ,Product,30,5/2/2025
0,4G0217044,P4G019187,7/12/2024,11/9/2025,INV#12657                     ,300002747 ATLANTIC NATURAL FOODS,9502000002 FREIGHT AND HANDLI,1,"3,768.01","3,768.01",USD,58.888,"221,890.57",               ,rdalugdo ,Cost,30,12/9/2025
0,4G0173960,P4G019643,8/3/2024,2/25/2025,DR#18319                      ,228000268 GENPACK CORPORATION   ,6106020019 CAN ENDS 603 (BPA-,"34,020.00",0.54,"18,370.80",USD,57.863,"1,062,989.60",               ,bpanagui ,Product,30,3/27/2025
0,4G0180753,P4G019643,8/3/2024,4/4/2025,DR#19962                      ,228000268 GENPACK CORPORATION   ,6106010056 TIN CAN 603x408 (B,"6,830.00",0.12,846.92,USD,57.176,"48,423.50",               ,bpanagui ,Product,30,5/4/2025
0,4G0184485,P4G019643,8/3/2024,4/30/2025,DR#20293                      ,228000268 GENPACK CORPORATION   ,6106010056 TIN CAN 603x408 (B,"13,230.00",0.12,"1,640.52",USD,56.252,"92,282.53",               ,bpanagui ,Product,30,5/30/2025
0,4G0170317,P4G019727,8/11/2024,2/4/2025,COMI#178514                   ,"248000092 LUTHI MACHINERY CO.,IN",9284800004 METERING KNIFE SP.,5,0,0,USD,0,0,               ,mcastano ,Product,30,3/6/2025
0,4G0170317,P4G019727,8/11/2024,2/4/2025,COMI#178514                   ,"248000092 LUTHI MACHINERY CO.,IN",9157400423 T300.BLT2400-8-50 ,5,0,0,USD,0,0,               ,mcastano ,Product,30,3/6/2025
0,4G0170317,P4G019727,8/11/2024,2/4/2025,COMI#178514                   ,"248000092 LUTHI MACHINERY CO.,IN","9156600667 RBLT K,TBSC HRZ DL",2,0,0,USD,0,0,               ,mcastano ,Product,30,3/6/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430067 OIK026 HVP (43L SA,15,0.91,13.75,USD,58.608,805.86,               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430069 OIK031 RICE FLOUR ,100,0.77,77.25,USD,58.608,"4,527.47",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430070 OIK033 DEXTROSE (B,50,0.61,30.9,USD,58.608,"1,810.99",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430071 OIK048 YEAST EXTRA,50,8.75,437.75,USD,58.608,"25,655.65",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430072 OIK050 CARAMEL COL,10,1.08,10.82,USD,58.608,634.14,               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430073 OIK066 OAT FLOUR  ,50,0.94,47.38,USD,58.608,"2,776.85",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430074 OIK067 HVP 5SD    ,50,2.78,139.05,USD,58.608,"8,149.44",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430075 OIK068 VEGAMINE 84,50,4.71,235.87,USD,58.608,"13,823.87",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430076 OIK069 VEGAMINE 1 ,50,4.92,246.17,USD,58.608,"14,427.53",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430077 OIK070 DARITEEN SP,10,15.71,157.18,USD,58.608,"9,212.01",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430078 OIK072 NATURAL YEA,40,6.34,253.79,USD,58.608,"14,874.12",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430079 OIK105 LECITHIN   ,10,1.16,11.64,USD,58.608,682.2,               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430062 OIK139 VITAL WHEAT,600,0.84,509.88,USD,58.608,"29,883.05",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430080 OIK171 YEAST EXTRA,44,3.73,164.42,USD,58.608,"9,636.33",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430082 OIK9020 SOY PROCON,50,2.8,140.19,USD,58.608,"8,216.26",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102430084 OIK9036 HVP FC550 ,12,3.31,39.8,USD,58.608,"2,332.60",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6114430002 OIK707 PERF SHIRRE,"10,800.00",0.14,"1,547.64",USD,58.608,"90,704.09",               ,bpanagui ,Product,30,11/25/2025
0,4G0213832,P4G020068,8/28/2024,10/26/2025,INV#S014776                   ,300002747 ATLANTIC NATURAL FOODS,6102400027 NGM055 YEAST TORUL,55,3.57,196.58,USD,58.608,"11,521.16",               ,bpanagui ,Product,30,11/25/2025
0,4G0174111,P4G020688,10/3/2024,2/26/2025,DR#34471                      ,224000050 FIRST PHILIPPINE SCALE,9500800000 CALIBRATION       ,5,550,"2,750.00",PHP,57.908,"2,750.00",               ,mcabatua ,Cost,30,3/28/2025
0,4G0166105,P4G020881,10/9/2024,1/11/2025,EGLV050450278597/CPT2411001GTC,300002485 CRAFTZ PACKAGING THAI ,6212010033 POUCH (300mm X 420,"147,100.00",0.29,"42,659.00",USD,58.509,"2,495,935.43",               ,bpanagui ,Product,30,2/10/2025
0,4G0236318,P4G020934,10/11/2024,2/25/2026,DR#6537                       ,"224000035 FIL-ANASERVE, INC.    ",6116310062 FAPAS SAL: FMOD7-A,1,"40,402.00","40,402.00",PHP,57.721,"40,402.00",               ,jbuagas  ,Product,30,3/27/2026
0,4G0168204,P4G021225,10/29/2024,1/23/2025,DR#7107/SI#2784A              ,"236000039 BORLONGAN, JOSELITO TA",9157400260 TOUCH PANEL       ,1,"175,241.25","175,241.25",PHP,58.513,"175,241.25",               ,mcastano ,Product,30,2/22/2025
0,4G0184930,P4G021613,11/26/2024,5/5/2025,INV#0008366-IN                ,300002684 BLUE MOUNTAIN ENTERPRI,6102430092 OIK6330 NAT CHICK ,160,7.98,"1,276.80",USD,55.748,"71,179.05",               ,bpanagui ,Product,30,6/4/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9157001542 SCRAPER, BOTTOM 79",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400076 BELT SCRAPER,BOTTO",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9157001543 SCRAPER, BOTTOM 79",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9157001544 SCRAPER, BOTTOM 79",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9157001545 SCRAPER, BOTTOM 79",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400077 BELT SCRAPER,BOTTO",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400078 BELT SCRAPER,BOTTO",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400079 BELT SCRAPER,BOTTO",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400080 BELT SCRAPER,BOTTO",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400091 BELT SCRAPER,R.S. ",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400092 BELT SCRAPER,R.S. ",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
0,4G0198732,P4G021871,12/8/2024,7/21/2025,COMI#185103                   ,"248000092 LUTHI MACHINERY CO.,IN","9050400093 BELT SCRAPER,R.S. ",2,0,0,USD,0,0,               ,mcastano ,Product,30,8/20/2025
